PRICE_LIST	LIST_PRICE	DISCOUNT_TYPE	DISCOUNT_RATE	COMMISSION_POINTS	COMMISSION_VOLUME	PRODUCT_NUMBER	PRODUCT_CLASS	CATEGORY_NAME	PRODUCT_DESCRIPTION	IMAGE_FILENAME_LARGE	PRODUCT_LONG_DESCRIPTION	EOL:EOL
Employee	24	P	25%	24	24	71683	Showroom Products	Tabletop	NR - Wrought Iron 8" x 8" Carrier	71683.jpg	With the 8” x 8” Carrier, you can creatively present a wide variety of menu items. With sturdy handles, you can safely and easily move dishes of food around. Contemporary wrought iron styling gives the 8” x 8” Carrier a sleek look. 15"l x 9 1/2"w x 3"h<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $33</li>	EOL:EOL
Consultant	24	P	20%	24	24	71683	Showroom Products	Tabletop	NR - Wrought Iron 8" x 8" Carrier	71683.jpg	With the 8” x 8” Carrier, you can creatively present a wide variety of menu items. With sturdy handles, you can safely and easily move dishes of food around. Contemporary wrought iron styling gives the 8” x 8” Carrier a sleek look. 15"l x 9 1/2"w x 3"h<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $33</li>	EOL:EOL
Customer	24	P	0%	24	24	71683	Showroom Products	Tabletop	NR - Wrought Iron 8" x 8" Carrier	71683.jpg	With the 8” x 8” Carrier, you can creatively present a wide variety of menu items. With sturdy handles, you can safely and easily move dishes of food around. Contemporary wrought iron styling gives the 8” x 8” Carrier a sleek look. 15"l x 9 1/2"w x 3"h<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $33</li>	EOL:EOL
Consultant	7	P	20%	7	7	24274363	Showroom Products	Tabletop	NR - 14" Fabric Square Denim	24274363.jpg	It's hip to be square! Longaberger's exclusive fabrics now come in four square sizes, designed to bring unlimited uses for your baskets and around your home. Gone are the days when fabric was just for the table, or the drapes. Our fabric squares allow you to bring personality to any task and work great with Woven Traditions® Pottery too! 14" square; 100% cotton	EOL:EOL
Employee	7	P	25%	7	7	24274363	Showroom Products	Tabletop	NR - 14" Fabric Square Denim	24274363.jpg	It's hip to be square! Longaberger's exclusive fabrics now come in four square sizes, designed to bring unlimited uses for your baskets and around your home. Gone are the days when fabric was just for the table, or the drapes. Our fabric squares allow you to bring personality to any task and work great with Woven Traditions® Pottery too! 14" square; 100% cotton	EOL:EOL
Customer	7		%	7	7	24274363	Showroom Products	Tabletop	NR - 14" Fabric Square Denim	24274363.jpg	It's hip to be square! Longaberger's exclusive fabrics now come in four square sizes, designed to bring unlimited uses for your baskets and around your home. Gone are the days when fabric was just for the table, or the drapes. Our fabric squares allow you to bring personality to any task and work great with Woven Traditions® Pottery too! 14" square; 100% cotton	EOL:EOL
Consultant	7	P	20%	7	7	24274164	Showroom Products	Tabletop	NR - 14" Fabric Square - Khaki Check	24274164.jpg	It's hip to be square! Longaberger's exclusive fabrics come in four square sizes, designed to bring unlimited uses for your baskets and around your home. Gone are the days when fabric was just for the table, or the drapes. Our fabric squares allow you to bring personality to any task and work great with Woven Traditions® Pottery too! 14" square; 100% cotton	EOL:EOL
Employee	7	P	25%	7	7	24274164	Showroom Products	Tabletop	NR - 14" Fabric Square - Khaki Check	24274164.jpg	It's hip to be square! Longaberger's exclusive fabrics come in four square sizes, designed to bring unlimited uses for your baskets and around your home. Gone are the days when fabric was just for the table, or the drapes. Our fabric squares allow you to bring personality to any task and work great with Woven Traditions® Pottery too! 14" square; 100% cotton	EOL:EOL
Customer	7		%	7	7	24274164	Showroom Products	Tabletop	NR - 14" Fabric Square - Khaki Check	24274164.jpg	It's hip to be square! Longaberger's exclusive fabrics come in four square sizes, designed to bring unlimited uses for your baskets and around your home. Gone are the days when fabric was just for the table, or the drapes. Our fabric squares allow you to bring personality to any task and work great with Woven Traditions® Pottery too! 14" square; 100% cotton	EOL:EOL
Consultant	8	P	20%	8	8	24275367	Showroom Products	Tabletop	NR - Color Me Spring 16 inch Fabric Square	24275367.jpg	A colorful Spring! Your Springtime meals have never been brighter! Bring together Longaberger Baskets, Woven Traditions® Pottery and our new Color Me Spring Fabric Squares and Placemats for a table setting as fresh as the season itself! 100% cotton; 16" square<br /><br />Order by February 12 and we'll ship by February 26. Order by February 29 and we'll ship by March 14.	EOL:EOL
Employee	8	P	25%	8	8	24275367	Showroom Products	Tabletop	NR - Color Me Spring 16 inch Fabric Square	24275367.jpg	A colorful Spring! Your Springtime meals have never been brighter! Bring together Longaberger Baskets, Woven Traditions® Pottery and our new Color Me Spring Fabric Squares and Placemats for a table setting as fresh as the season itself! 100% cotton; 16" square<br /><br />Order by February 12 and we'll ship by February 26. Order by February 29 and we'll ship by March 14.	EOL:EOL
Customer	8		%	8	8	24275367	Showroom Products	Tabletop	NR - Color Me Spring 16 inch Fabric Square	24275367.jpg	A colorful Spring! Your Springtime meals have never been brighter! Bring together Longaberger Baskets, Woven Traditions® Pottery and our new Color Me Spring Fabric Squares and Placemats for a table setting as fresh as the season itself! 100% cotton; 16" square<br /><br />Order by February 12 and we'll ship by February 26. Order by February 29 and we'll ship by March 14.	EOL:EOL
Consultant	16	P	20%	16	16	24276164	Showroom Products	Tabletop	NR - 28" Fabric Square - Khaki Check	24276164.jpg	It's hip to be square! Longaberger's exclusive fabrics come in four square sizes, designed to bring unlimited uses for your baskets and around your home. Gone are the days when fabric was just for the table, or the drapes. Our fabric squares allow you to bring personality to any task and work great with Woven Traditions® Pottery too! 28" square; 100% cotton	EOL:EOL
Employee	16	P	25%	16	16	24276164	Showroom Products	Tabletop	NR - 28" Fabric Square - Khaki Check	24276164.jpg	It's hip to be square! Longaberger's exclusive fabrics come in four square sizes, designed to bring unlimited uses for your baskets and around your home. Gone are the days when fabric was just for the table, or the drapes. Our fabric squares allow you to bring personality to any task and work great with Woven Traditions® Pottery too! 28" square; 100% cotton	EOL:EOL
Customer	16		%	16	16	24276164	Showroom Products	Tabletop	NR - 28" Fabric Square - Khaki Check	24276164.jpg	It's hip to be square! Longaberger's exclusive fabrics come in four square sizes, designed to bring unlimited uses for your baskets and around your home. Gone are the days when fabric was just for the table, or the drapes. Our fabric squares allow you to bring personality to any task and work great with Woven Traditions® Pottery too! 28" square; 100% cotton	EOL:EOL
Employee	25	P	25%	25	25	51027	Showroom Products	Baskets & Accessories 	NR - Collector Club Gingerbread House Lid	51027.jpg	<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $64</li>	EOL:EOL
Consultant	25	P	20%	25	25	51027	Showroom Products	Baskets & Accessories 	NR - Collector Club Gingerbread House Lid	51027.jpg	<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $64</li>	EOL:EOL
Customer	25	P	0%	25	25	51027	Showroom Products	Baskets & Accessories 	NR - Collector Club Gingerbread House Lid	51027.jpg	<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $64</li>	EOL:EOL
Employee	79	P	25%	79	79	12905	Showroom Products	Baskets & Accessories 	NR - 2014 Great American Picnic Celebration Basket	12905.jpg	13 1/2"l x 13 1/4"w x 3 1/2"h (9"h w/stationary handle)<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Basket Original Price $99</li>	EOL:EOL
Consultant	79	P	20%	79	79	12905	Showroom Products	Baskets & Accessories 	NR - 2014 Great American Picnic Celebration Basket	12905.jpg	13 1/2"l x 13 1/4"w x 3 1/2"h (9"h w/stationary handle)<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Basket Original Price $99</li>	EOL:EOL
Customer	79	P	0%	79	79	12905	Showroom Products	Baskets & Accessories 	NR - 2014 Great American Picnic Celebration Basket	12905.jpg	13 1/2"l x 13 1/4"w x 3 1/2"h (9"h w/stationary handle)<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Basket Original Price $99</li>	EOL:EOL
Employee	11	P	25%	11	11	51986	Showroom Products	Baskets & Accessories 	NR - WoodCrafts Bat and Moon Tie-On Set	51986.jpg	Decorate your basket or basket handles with our fun WoodCrafts Bat and Moon Tie-On Set. The perfect finishing touch for fall and Halloween. Bat: 2 3/4"l x 1"h; Moon: 1 1/2"l x 2 1/4"h<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $11</li>	EOL:EOL
Consultant	11	P	20%	11	11	51986	Showroom Products	Baskets & Accessories 	NR - WoodCrafts Bat and Moon Tie-On Set	51986.jpg	Decorate your basket or basket handles with our fun WoodCrafts Bat and Moon Tie-On Set. The perfect finishing touch for fall and Halloween. Bat: 2 3/4"l x 1"h; Moon: 1 1/2"l x 2 1/4"h<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $11</li>	EOL:EOL
Customer	11	P	0%	11	11	51986	Showroom Products	Baskets & Accessories 	NR - WoodCrafts Bat and Moon Tie-On Set	51986.jpg	Decorate your basket or basket handles with our fun WoodCrafts Bat and Moon Tie-On Set. The perfect finishing touch for fall and Halloween. Bat: 2 3/4"l x 1"h; Moon: 1 1/2"l x 2 1/4"h<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $11</li>	EOL:EOL
Employee	3	P	25%	3	3	42129	Showroom Products	Baskets & Accessories 	NR - Key to My Heart Protector	42129.jpg		EOL:EOL
Consultant	3	P	20%	3	3	42129	Showroom Products	Baskets & Accessories 	NR - Key to My Heart Protector	42129.jpg		EOL:EOL
Customer	3	P	0%	3	3	42129	Showroom Products	Baskets & Accessories 	NR - Key to My Heart Protector	42129.jpg		EOL:EOL
Employee	19.5	P	25%	19.5	19.5	11213	Showroom Products	Baskets & Accessories 	NR - 2008 Sweetheart® True Love Basket	11213.jpg	The red wood pedestal base highlights the heart shape of this innovative basket featuring red Xs for extra hugs and kisses. 6 1/4"l x 4 3/4"w x 6"h (front) 7 1/2"h (back); Rec. Wt. Use: 3 lbs.<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Basket Original Price $49</li>	EOL:EOL
Consultant	19.5	P	20%	19.5	19.5	11213	Showroom Products	Baskets & Accessories 	NR - 2008 Sweetheart® True Love Basket	11213.jpg	The red wood pedestal base highlights the heart shape of this innovative basket featuring red Xs for extra hugs and kisses. 6 1/4"l x 4 3/4"w x 6"h (front) 7 1/2"h (back); Rec. Wt. Use: 3 lbs.<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Basket Original Price $49</li>	EOL:EOL
Customer	19.5	P	0%	19.5	19.5	11213	Showroom Products	Baskets & Accessories 	NR - 2008 Sweetheart® True Love Basket	11213.jpg	The red wood pedestal base highlights the heart shape of this innovative basket featuring red Xs for extra hugs and kisses. 6 1/4"l x 4 3/4"w x 6"h (front) 7 1/2"h (back); Rec. Wt. Use: 3 lbs.<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Basket Original Price $49</li>	EOL:EOL
Employee	20	P	25%	20	20	12965	Showroom Products	Baskets & Accessories 	NR - Medium Pink Pumpkin	12965.jpg	Show your support for Breast Cancer Awareness by adding a festive pink pumpkin to your pumpkin patch. You can be proud to add this to your home décor. It would also make a great gift for the special princess in your life. The pumpkins are carefully woven with alternating strips of solid pink and white that is lightly painted pink. A smooth, sturdy, brown stem completes the pumpkin.  7 ½”d x 6”h<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $25</li>	EOL:EOL
Consultant	20	P	20%	20	20	12965	Showroom Products	Baskets & Accessories 	NR - Medium Pink Pumpkin	12965.jpg	Show your support for Breast Cancer Awareness by adding a festive pink pumpkin to your pumpkin patch. You can be proud to add this to your home décor. It would also make a great gift for the special princess in your life. The pumpkins are carefully woven with alternating strips of solid pink and white that is lightly painted pink. A smooth, sturdy, brown stem completes the pumpkin.  7 ½”d x 6”h<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $25</li>	EOL:EOL
Customer	20	P	0%	20	20	12965	Showroom Products	Baskets & Accessories 	NR - Medium Pink Pumpkin	12965.jpg	Show your support for Breast Cancer Awareness by adding a festive pink pumpkin to your pumpkin patch. You can be proud to add this to your home décor. It would also make a great gift for the special princess in your life. The pumpkins are carefully woven with alternating strips of solid pink and white that is lightly painted pink. A smooth, sturdy, brown stem completes the pumpkin.  7 ½”d x 6”h<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $25</li>	EOL:EOL
